,tweet_id,user_handle,tweet_text,candidate,party,retweets,likes,sentiment,date,time,tweet_length
451,452,@policyDebate9,Trump's healthcare policies continue to divide public opinion.,Donald Trump,Republican Party,110,460,negative,2024-02-01,09:30:20,62
452,453,@ecoFriendlyLiving6,Jill Stein is pushing for zero-waste initiatives in all major cities.,Jill Stein,Green Party,60,215,positive,2024-02-01,10:15:50,69
453,454,@indepThoughts11,Robert Kennedy is committed to bipartisan solutions.,Robert Kennedy,Independent,25,100,neutral,2024-02-01,11:25:40,52
454,455,@freedomFighter11,Chase Oliver advocates for eliminating unnecessary government agencies.,Chase Oliver,Libertarian Party,35,140,positive,2024-02-01,12:35:30,71
455,456,@user1061,Kamala Harris's climate initiatives are setting new benchmarks.,Kamala Harris,Democratic Party,90,340,positive,2024-02-02,08:20:55,63
456,457,@taxReform12,Trump's latest tax reforms are criticized for corporate favoritism.,Donald Trump,Republican Party,95,410,negative,2024-02-02,09:10:50,67
457,458,@sustainableFuture12,Jill Stein's policies aim to make urban areas more sustainable.,Jill Stein,Green Party,70,225,positive,2024-02-02,10:45:40,63
458,459,@indieChoice12,Robert Kennedy's independent stance is attracting a diverse electorate.,Robert Kennedy,Independent,30,115,neutral,2024-02-02,11:50:55,71
459,460,@libertyValues12,Chase Oliver's commitment to liberty is resonating with many voters.,Chase Oliver,Libertarian Party,50,175,positive,2024-02-02,12:30:45,68
460,461,@ecoChampion8,Jill Stein's new recycling initiative is receiving widespread praise.,Jill Stein,Green Party,65,220,positive,2024-02-03,08:30:10,69
461,462,@policyPro8,Kamala Harris is rolling out new education reforms aimed at inclusivity.,Kamala Harris,Democratic Party,80,310,positive,2024-02-03,09:15:50,72
462,463,@marketMover8,Trump's trade agreements are boosting certain American industries.,Donald Trump,Republican Party,90,400,positive,2024-02-03,10:05:35,66
463,464,@indieInsight8,Robert Kennedy is working to unite various voter factions.,Robert Kennedy,Independent,28,105,neutral,2024-02-03,11:45:25,58
464,465,@libertyVoice9,Chase Oliver's advocacy for free speech is gaining momentum.,Chase Oliver,Libertarian Party,50,170,positive,2024-02-03,12:50:50,60
465,466,@user1062,Kamala Harris's healthcare policies are making significant impacts.,Kamala Harris,Democratic Party,85,330,positive,2024-02-04,08:25:20,67
466,467,@taxWise7,Trump's tax reforms are encouraging business investments.,Donald Trump,Republican Party,95,420,positive,2024-02-04,09:40:55,57
467,468,@greenVision7,Jill Stein envisions a sustainable future with green technologies.,Jill Stein,Green Party,70,230,positive,2024-02-04,10:30:40,66
468,469,@neutralPulse7,Robert Kennedy maintains a balanced stance on controversial issues.,Robert Kennedy,Independent,22,95,neutral,2024-02-04,11:55:15,67
469,470,@freedomAdvocacy7,Chase Oliver is a strong advocate for individual rights and freedoms.,Chase Oliver,Libertarian Party,45,150,positive,2024-02-04,12:40:45,69
470,471,@user1063,Kamala Harris is a symbol of progressive leadership.,Kamala Harris,Democratic Party,95,360,positive,2024-02-05,08:50:30,52
471,472,@econTalk6,Trump's economic strategies are showing mixed results.,Donald Trump,Republican Party,100,440,neutral,2024-02-05,09:15:55,54
472,473,@greenFutureNow6,Jill Stein's solar projects are leading the way in renewable energy.,Jill Stein,Green Party,75,240,positive,2024-02-05,10:05:30,68
473,474,@indiePerspective6,Robert Kennedy offers pragmatic solutions outside the party lines.,Robert Kennedy,Independent,18,85,neutral,2024-02-05,11:35:25,66
474,475,@libertyMovement12,Chase Oliver is expanding his base among libertarian voters.,Chase Oliver,Libertarian Party,40,160,positive,2024-02-05,12:20:45,60
475,476,@user1064,Kamala Harris's foreign policy is earning international acclaim.,Kamala Harris,Democratic Party,85,325,positive,2024-02-06,08:45:35,64
476,477,@policyDebate11,Trump's healthcare policies continue to divide public opinion.,Donald Trump,Republican Party,110,460,negative,2024-02-06,09:30:20,62
477,478,@ecoFriendlyLiving7,Jill Stein is pushing for zero-waste initiatives in all major cities.,Jill Stein,Green Party,60,215,positive,2024-02-06,10:15:50,69
478,479,@indepThoughts12,Robert Kennedy is committed to bipartisan solutions.,Robert Kennedy,Independent,25,100,neutral,2024-02-06,11:25:40,52
479,480,@freedomFighter12,Chase Oliver advocates for eliminating unnecessary government agencies.,Chase Oliver,Libertarian Party,35,140,positive,2024-02-06,12:35:30,71
480,481,@user1065,Kamala Harris's climate initiatives are setting new benchmarks.,Kamala Harris,Democratic Party,90,340,positive,2024-02-07,08:20:55,63
481,482,@taxReform13,Trump's latest tax reforms are criticized for corporate favoritism.,Donald Trump,Republican Party,95,410,negative,2024-02-07,09:10:50,67
482,483,@sustainableFuture13,Jill Stein's policies aim to make urban areas more sustainable.,Jill Stein,Green Party,70,225,positive,2024-02-07,10:45:40,63
483,484,@indieChoice13,Robert Kennedy's independent stance is attracting a diverse electorate.,Robert Kennedy,Independent,30,115,neutral,2024-02-07,11:50:55,71
484,485,@libertyValues13,Chase Oliver's commitment to liberty is resonating with many voters.,Chase Oliver,Libertarian Party,50,175,positive,2024-02-07,12:30:45,68
485,486,@ecoChampion9,Jill Stein's new recycling initiative is receiving widespread praise.,Jill Stein,Green Party,65,220,positive,2024-02-08,08:30:10,69
486,487,@policyPro9,Kamala Harris is rolling out new education reforms aimed at inclusivity.,Kamala Harris,Democratic Party,80,310,positive,2024-02-08,09:15:50,72
487,488,@marketMover9,Trump's trade agreements are boosting certain American industries.,Donald Trump,Republican Party,90,400,positive,2024-02-08,10:05:35,66
488,489,@indieInsight9,Robert Kennedy is working to unite various voter factions.,Robert Kennedy,Independent,28,105,neutral,2024-02-08,11:45:25,58
489,490,@libertyVoice10,Chase Oliver's advocacy for free speech is gaining momentum.,Chase Oliver,Libertarian Party,50,170,positive,2024-02-08,12:50:50,60
490,491,@user1066,Kamala Harris's healthcare policies are making significant impacts.,Kamala Harris,Democratic Party,85,330,positive,2024-02-09,08:25:20,67
491,492,@taxWise8,Trump's tax reforms are encouraging business investments.,Donald Trump,Republican Party,95,420,positive,2024-02-09,09:40:55,57
492,493,@greenVision8,Jill Stein envisions a sustainable future with green technologies.,Jill Stein,Green Party,70,230,positive,2024-02-09,10:30:40,66
493,494,@neutralPulse8,Robert Kennedy maintains a balanced stance on controversial issues.,Robert Kennedy,Independent,22,95,neutral,2024-02-09,11:55:15,67
494,495,@freedomAdvocacy8,Chase Oliver is a strong advocate for individual rights and freedoms.,Chase Oliver,Libertarian Party,45,150,positive,2024-02-09,12:40:45,69
495,496,@user1067,Kamala Harris is a symbol of progressive leadership.,Kamala Harris,Democratic Party,95,360,positive,2024-02-10,08:50:30,52
496,497,@econTalk7,Trump's economic strategies are showing mixed results.,Donald Trump,Republican Party,100,440,neutral,2024-02-10,09:15:55,54
497,498,@greenFutureNow7,Jill Stein's solar projects are leading the way in renewable energy.,Jill Stein,Green Party,75,240,positive,2024-02-10,10:05:30,68
498,499,@indiePerspective7,Robert Kennedy offers pragmatic solutions outside the party lines.,Robert Kennedy,Independent,18,85,neutral,2024-02-10,11:35:25,66
499,500,@libertyMovement13,Chase Oliver is expanding his base among libertarian voters.,Chase Oliver,Libertarian Party,40,160,positive,2024-02-10,12:20:45,60
500,501,@user1068,Kamala Harris's new policy on education reform is impressive.,Kamala Harris,Democratic Party,85,320,positive,2025-02-11,08:30:10,61
501,502,@politicsNew2,Donald Trump's latest speech on the economy was well-received.,Donald Trump,Republican Party,100,450,positive,2025-02-11,09:15:20,62
502,503,@greenVisionary2,Jill Stein's environmental policies are a step in the right direction.,Jill Stein,Green Party,60,200,positive,2025-02-11,10:05:35,70
503,504,@indieWatcher2,Robert Kennedy's independent run brings fresh perspectives to the race.,Robert Kennedy,Independent,30,120,neutral,2025-02-11,11:25:40,71
504,505,@libertyFan4,Chase Oliver's stance on gun rights is unwavering.,Chase Oliver,Libertarian Party,50,160,positive,2025-02-11,12:40:50,50
505,506,@user1069,Kamala Harris is making strides in healthcare accessibility.,Kamala Harris,Democratic Party,90,340,positive,2025-02-12,08:20:15,60
506,507,@taxTalk5,Trump's tax cuts are benefiting small businesses.,Donald Trump,Republican Party,95,420,positive,2025-02-12,09:40:30,49
507,508,@sustainability4,Jill Stein promotes the adoption of electric vehicles to combat pollution.,Jill Stein,Green Party,65,205,positive,2025-02-12,10:30:50,74
508,509,@independantView7,Robert Kennedy's policies blend diverse ideological perspectives.,Robert Kennedy,Independent,22,95,neutral,2025-02-12,11:55:20,65
509,510,@freedomAdvocate7,Chase Oliver's economic plans focus on maximizing individual choice.,Chase Oliver,Libertarian Party,45,150,positive,2025-02-12,12:40:50,68
510,511,@user1070,Kamala Harris continues to advocate for affordable housing solutions.,Kamala Harris,Democratic Party,75,290,positive,2025-02-13,08:35:25,69
511,512,@marketWatch4,Trump's economic policies are under scrutiny from various sectors.,Donald Trump,Republican Party,115,480,neutral,2025-02-13,09:05:55,66
512,513,@greenInitiative4,Jill Stein is leading the charge on climate change legislation.,Jill Stein,Green Party,70,230,positive,2025-02-13,10:20:45,63
513,514,@indieSupport4,Robert Kennedy offers a unique perspective outside the mainstream parties.,Robert Kennedy,Independent,28,105,neutral,2025-02-13,11:40:35,74
514,515,@libertyRights4,Chase Oliver advocates for the protection of gun rights.,Chase Oliver,Libertarian Party,50,170,positive,2025-02-13,12:50:20,56
515,516,@user1071,Kamala Harris is addressing wage gaps in her latest policy proposal.,Kamala Harris,Democratic Party,80,310,positive,2025-02-14,08:25:55,68
516,517,@taxPolicy4,Trump's tax cuts are seen as favoring the wealthy.,Donald Trump,Republican Party,90,420,negative,2025-02-14,09:40:35,50
517,518,@sustainableLiving6,Jill Stein promotes the use of electric vehicles to lower emissions.,Jill Stein,Green Party,65,205,positive,2025-02-14,10:30:50,68
518,519,@independantView6,Robert Kennedy's policies blend diverse ideological perspectives.,Robert Kennedy,Independent,22,95,neutral,2025-02-14,11:55:20,65
519,520,@freedomAdvocate7,Chase Oliver's economic plans focus on maximizing individual choice.,Chase Oliver,Libertarian Party,45,150,positive,2025-02-14,12:40:50,68
520,521,@user1072,Kamala Harris continues to inspire with her leadership.,Kamala Harris,Democratic Party,95,360,positive,2025-02-15,08:50:40,55
521,522,@econDebate6,Trump's trade approach is creating new international dynamics.,Donald Trump,Republican Party,100,440,neutral,2025-02-15,09:15:30,62
522,523,@greenEnergy6,Jill Stein's solar energy plans are set to revolutionize the sector.,Jill Stein,Green Party,75,240,positive,2025-02-15,10:05:50,68
523,524,@neutralOpinion6,Robert Kennedy remains neutral on several contentious issues.,Robert Kennedy,Independent,18,85,neutral,2025-02-15,11:35:35,61
524,525,@libertyMovement8,Chase Oliver is strengthening his support among libertarians.,Chase Oliver,Libertarian Party,40,160,positive,2025-02-15,12:20:45,61
525,526,@user1073,Kamala Harris's foreign policy initiatives are gaining global recognition.,Kamala Harris,Democratic Party,85,325,positive,2025-02-16,08:45:55,74
526,527,@policyWatch6,Trump's healthcare policies continue to divide the nation.,Donald Trump,Republican Party,110,460,negative,2025-02-16,09:30:25,58
527,528,@ecoFriendly5,Jill Stein is advocating for zero-waste cities nationwide.,Jill Stein,Green Party,60,215,positive,2025-02-16,10:15:35,58
528,529,@indepThoughts8,Robert Kennedy is emphasizing the need for bipartisan cooperation.,Robert Kennedy,Independent,25,100,neutral,2025-02-16,11:25:50,66
529,530,@freedomFighter8,Chase Oliver supports eliminating the IRS to enhance personal freedoms.,Chase Oliver,Libertarian Party,35,140,positive,2025-02-16,12:35:40,71
530,531,@user1074,Kamala Harris's climate change initiatives are setting new goals.,Kamala Harris,Democratic Party,90,340,positive,2025-02-17,08:20:35,65
531,532,@taxReform13,Trump's latest tax reforms are criticized for corporate favoritism.,Donald Trump,Republican Party,95,410,negative,2025-02-17,09:10:50,67
532,533,@sustainableFuture13,Jill Stein's policies aim to make urban areas more sustainable.,Jill Stein,Green Party,70,225,positive,2025-02-17,10:45:40,63
533,534,@indieChoice13,Robert Kennedy's independent stance is attracting a diverse electorate.,Robert Kennedy,Independent,30,115,neutral,2025-02-17,11:50:55,71
534,535,@libertyValues13,Chase Oliver's commitment to liberty is resonating with many voters.,Chase Oliver,Libertarian Party,50,175,positive,2025-02-17,12:30:45,68
535,536,@ecoChampion9,Jill Stein's new recycling initiative is receiving widespread praise.,Jill Stein,Green Party,65,220,positive,2025-02-18,08:30:10,69
536,537,@policyPro9,Kamala Harris is rolling out new education reforms aimed at inclusivity.,Kamala Harris,Democratic Party,80,310,positive,2025-02-18,09:15:50,72
537,538,@marketMover9,Trump's trade agreements are boosting certain American industries.,Donald Trump,Republican Party,90,400,positive,2025-02-18,10:05:35,66
538,539,@indieInsight9,Robert Kennedy is working to unite various voter factions.,Robert Kennedy,Independent,28,105,neutral,2025-02-18,11:45:25,58
539,540,@libertyVoice10,Chase Oliver's advocacy for free speech is gaining momentum.,Chase Oliver,Libertarian Party,50,170,positive,2025-02-18,12:50:50,60
540,541,@user1075,Kamala Harris's healthcare policies are making significant impacts.,Kamala Harris,Democratic Party,85,330,positive,2025-02-19,08:25:20,67
541,542,@taxWise8,Trump's tax reforms are encouraging business investments.,Donald Trump,Republican Party,95,420,positive,2025-02-19,09:40:55,57
542,543,@greenVision8,Jill Stein envisions a sustainable future with green technologies.,Jill Stein,Green Party,70,230,positive,2025-02-19,10:30:40,66
543,544,@neutralPulse8,Robert Kennedy maintains a balanced stance on controversial issues.,Robert Kennedy,Independent,22,95,neutral,2025-02-19,11:55:15,67
544,545,@freedomAdvocacy7,Chase Oliver is a strong advocate for individual rights and freedoms.,Chase Oliver,Libertarian Party,45,150,positive,2025-02-19,12:40:45,69
545,546,@user1076,Kamala Harris is a symbol of progressive leadership.,Kamala Harris,Democratic Party,95,360,positive,2025-02-20,08:50:30,52
546,547,@econTalk7,Trump's economic strategies are showing mixed results.,Donald Trump,Republican Party,100,440,neutral,2025-02-20,09:15:55,54
547,548,@greenFutureNow7,Jill Stein's solar projects are leading the way in renewable energy.,Jill Stein,Green Party,75,240,positive,2025-02-20,10:05:30,68
548,549,@indiePerspective7,Robert Kennedy offers pragmatic solutions outside the party lines.,Robert Kennedy,Independent,18,85,neutral,2025-02-20,11:35:25,66
549,550,@libertyMovement13,Chase Oliver is expanding his base among libertarian voters.,Chase Oliver,Libertarian Party,40,160,positive,2025-02-20,12:20:45,60
550,551,@user1077,Kamala Harris's new policy on education reform is impressive.,Kamala Harris,Democratic Party,85,320,positive,2025-02-21,08:30:10,61
551,552,@politicsNew3,Donald Trump's latest speech on the economy was well-received.,Donald Trump,Republican Party,100,450,positive,2025-02-21,09:15:20,62
552,553,@greenVisionary3,Jill Stein's environmental policies are a step in the right direction.,Jill Stein,Green Party,60,200,positive,2025-02-21,10:05:35,70
553,554,@indieWatcher3,Robert Kennedy's independent run brings fresh perspectives to the race.,Robert Kennedy,Independent,30,120,neutral,2025-02-21,11:25:40,71
554,555,@libertyFan5,Chase Oliver's stance on gun rights is unwavering.,Chase Oliver,Libertarian Party,50,160,positive,2025-02-21,12:40:50,50
555,556,@user1078,Kamala Harris is making strides in healthcare accessibility.,Kamala Harris,Democratic Party,90,340,positive,2025-02-22,08:20:15,60
556,557,@taxTalk6,Trump's tax cuts are benefiting small businesses.,Donald Trump,Republican Party,95,420,positive,2025-02-22,09:40:30,49
557,558,@sustainability5,Jill Stein promotes the adoption of electric vehicles to combat pollution.,Jill Stein,Green Party,65,205,positive,2025-02-22,10:30:50,74
558,559,@independantView7,Robert Kennedy's policies blend diverse ideological perspectives.,Robert Kennedy,Independent,22,95,neutral,2025-02-22,11:55:20,65
559,560,@freedomAdvocate8,Chase Oliver's economic plans focus on maximizing individual choice.,Chase Oliver,Libertarian Party,45,150,positive,2025-02-22,12:40:50,68
560,561,@user1079,Kamala Harris continues to advocate for affordable housing solutions.,Kamala Harris,Democratic Party,75,290,positive,2025-02-23,08:35:25,69
561,562,@marketWatch5,Trump's economic policies are under scrutiny from various sectors.,Donald Trump,Republican Party,115,480,neutral,2025-02-23,09:05:55,66
562,563,@greenInitiative4,Jill Stein is leading the charge on climate change legislation.,Jill Stein,Green Party,70,230,positive,2025-02-23,10:20:45,63
563,564,@indieSupport4,Robert Kennedy offers a unique perspective outside the mainstream parties.,Robert Kennedy,Independent,28,105,neutral,2025-02-23,11:40:35,74
564,565,@libertyRights4,Chase Oliver advocates for the protection of gun rights.,Chase Oliver,Libertarian Party,50,170,positive,2025-02-23,12:50:20,56
565,566,@user1080,Kamala Harris is addressing wage gaps in her latest policy proposal.,Kamala Harris,Democratic Party,80,310,positive,2025-02-24,08:25:55,68
566,567,@taxPolicy5,Trump's tax cuts are seen as favoring the wealthy.,Donald Trump,Republican Party,90,420,negative,2025-02-24,09:40:35,50
567,568,@sustainableLiving7,Jill Stein promotes the use of electric vehicles to lower emissions.,Jill Stein,Green Party,65,205,positive,2025-02-24,10:30:50,68
568,569,@independantView7,Robert Kennedy's policies blend diverse ideological perspectives.,Robert Kennedy,Independent,22,95,neutral,2025-02-24,11:55:20,65
569,570,@freedomAdvocate8,Chase Oliver's economic plans focus on maximizing individual choice.,Chase Oliver,Libertarian Party,45,150,positive,2025-02-24,12:40:50,68
570,571,@user1081,Kamala Harris continues to inspire with her leadership.,Kamala Harris,Democratic Party,95,360,positive,2025-02-25,08:50:40,55
571,572,@econDebate7,Trump's trade approach is creating new international dynamics.,Donald Trump,Republican Party,100,440,neutral,2025-02-25,09:15:30,62
572,573,@greenEnergy7,Jill Stein's solar energy plans are set to revolutionize the sector.,Jill Stein,Green Party,75,240,positive,2025-02-25,10:05:50,68
573,574,@neutralOpinion7,Robert Kennedy remains neutral on several contentious issues.,Robert Kennedy,Independent,18,85,neutral,2025-02-25,11:35:35,61
574,575,@libertyMovement9,Chase Oliver is strengthening his support among libertarians.,Chase Oliver,Libertarian Party,40,160,positive,2025-02-25,12:20:45,61
575,576,@user1082,Kamala Harris's foreign policy initiatives are gaining global recognition.,Kamala Harris,Democratic Party,85,325,positive,2025-02-26,08:45:55,74
576,577,@policyWatch7,Trump's healthcare policies continue to divide the nation.,Donald Trump,Republican Party,110,460,negative,2025-02-26,09:30:25,58
577,578,@ecoFriendly6,Jill Stein is advocating for zero-waste cities nationwide.,Jill Stein,Green Party,60,215,positive,2025-02-26,10:15:35,58
578,579,@indepThoughts9,Robert Kennedy is emphasizing the need for bipartisan cooperation.,Robert Kennedy,Independent,25,100,neutral,2025-02-26,11:25:50,66
579,580,@freedomFighter9,Chase Oliver supports eliminating the IRS to enhance personal freedoms.,Chase Oliver,Libertarian Party,35,140,positive,2025-02-26,12:35:40,71
580,581,@user1083,Kamala Harris's climate change initiatives are setting new goals.,Kamala Harris,Democratic Party,90,340,positive,2025-02-27,08:20:35,65
581,582,@taxReform14,Trump's latest tax reforms are criticized for corporate favoritism.,Donald Trump,Republican Party,95,410,negative,2025-02-27,09:10:50,67
582,583,@sustainableFuture14,Jill Stein's policies aim to make urban areas more sustainable.,Jill Stein,Green Party,70,225,positive,2025-02-27,10:45:40,63
583,584,@indieChoice14,Robert Kennedy's independent stance is attracting a diverse electorate.,Robert Kennedy,Independent,30,115,neutral,2025-02-27,11:50:55,71
584,585,@libertyValues14,Chase Oliver's commitment to liberty is resonating with many voters.,Chase Oliver,Libertarian Party,50,175,positive,2025-02-27,12:30:45,68
585,586,@ecoChampion10,Jill Stein's new recycling initiative is receiving widespread praise.,Jill Stein,Green Party,65,220,positive,2025-02-28,08:30:10,69
586,587,@policyPro10,Kamala Harris is rolling out new education reforms aimed at inclusivity.,Kamala Harris,Democratic Party,80,310,positive,2025-02-28,09:15:50,72
587,588,@marketMover10,Trump's trade agreements are boosting certain American industries.,Donald Trump,Republican Party,90,400,positive,2025-02-28,10:05:35,66
588,589,@indieInsight10,Robert Kennedy is working to unite various voter factions.,Robert Kennedy,Independent,28,105,neutral,2025-02-28,11:45:25,58
589,590,@libertyVoice10,Chase Oliver's advocacy for free speech is gaining momentum.,Chase Oliver,Libertarian Party,50,170,positive,2025-02-28,12:50:50,60
590,591,@user1084,Kamala Harris's healthcare policies are making significant impacts.,Kamala Harris,Democratic Party,85,330,positive,2025-03-01,08:25:20,67
591,592,@taxWise9,Trump's tax reforms are encouraging business investments.,Donald Trump,Republican Party,95,420,positive,2025-03-01,09:40:55,57
592,593,@greenVision9,Jill Stein envisions a sustainable future with green technologies.,Jill Stein,Green Party,70,230,positive,2025-03-01,10:30:40,66
593,594,@neutralPulse9,Robert Kennedy maintains a balanced stance on controversial issues.,Robert Kennedy,Independent,22,95,neutral,2025-03-01,11:55:15,67
594,595,@freedomAdvocacy8,Chase Oliver is a strong advocate for individual rights and freedoms.,Chase Oliver,Libertarian Party,45,150,positive,2025-03-01,12:40:45,69
595,596,@user1085,Kamala Harris is a symbol of progressive leadership.,Kamala Harris,Democratic Party,95,360,positive,2025-03-02,08:50:30,52
596,597,@econTalk8,Trump's economic strategies are showing mixed results.,Donald Trump,Republican Party,100,440,neutral,2025-03-02,09:15:55,54
597,598,@greenFutureNow8,Jill Stein's solar projects are leading the way in renewable energy.,Jill Stein,Green Party,75,240,positive,2025-03-02,10:05:30,68
598,599,@indiePerspective8,Robert Kennedy offers pragmatic solutions outside the party lines.,Robert Kennedy,Independent,18,85,neutral,2025-03-02,11:35:25,66
599,600,@libertyMovement14,Chase Oliver is expanding his base among libertarian voters.,Chase Oliver,Libertarian Party,40,160,positive,2025-03-02,12:20:45,60
